Time	Temp	Setpoint	Output	State
178	58.28	60	255	0
179	58.41	60	255	0
180	58.06	60	255	0
181	58.14	60	255	0
182	58.37	60	255	0
183	58.17	60	255	0
184	58.37	60	255	0
185	58.56	60	255	0
186	58.33	60	255	0
187	58.4	60	255	0
188	58.23	60	255	0
189	58.46	60	255	0
190	58.49	60	255	0
191	58.49	60	255	0
192	58.6	60	255	0
193	58.71	60	255	0
194	58.76	60	255	0
195	58.66	60	255	0
196	58.56	60	255	0
197	58.71	60	255	0
198	58.51	60	255	0
199	58.54	60	255	0
200	58.84	60	255	0
201	58.77	60	255	0
202	58.78	60	255	0
203	58.63	60	255	0
204	59.1	60	255	0
205	58.73	60	255	0
206	58.7	60	255	0
207	58.55	60	255	0
208	58.64	60	255	0
209	58.65	60	255	0
210	58.93	60	255	0
211	59.06	60	255	0
212	58.98	60	255	0
213	59.13	60	255	0
214	58.95	60	255	0
215	58.92	60	255	0
216	58.95	60	255	0
217	59.37	60	255	0
218	59.08	60	255	0
219	59.18	60	255	0
220	59.13	60	255	0
221	59.05	60	255	0
222	59.08	60	255	0
223	59.15	60	255	0
224	59.3	60	255	0
225	59.09	60	255	0
226	59.4	60	255	0
227	59.33	60	255	0
228	59.1	60	255	0
229	59.2	60	255	0
230	59.15	60	255	0
231	59.39	60	255	0
232	59.34	60	255	0
233	59.06	60	255	0
234	59.28	60	255	0
235	59.43	60	255	0
236	59.1	60	255	0
237	59.47	60	255	0
238	59.36	60	255	0
239	59.29	60	255	0
240	59.16	60	255	0
