Voltage	Heads_Temp	Tails_Temp	Current
0	24.781822225546	24.5686821464333	-0.00265488920202886
0.101694915254237	23.8364114325113	24.0265643821433	0.00398333612737362
0.203389830508475	23.3323783823397	24.0362653568431	0.0326485470958392
0.305084745762712	22.5980773397605	23.6696158692014	0.0383296678335027
0.406779661016949	22.0387412271014	23.2382658322966	0.0390983836425135
0.508474576271186	21.3224363559893	23.3040280856257	0.060286366111334
0.610169491525424	21.0126671652504	23.1703648992717	0.0664673890680989
0.711864406779661	20.8174785150824	23.0764844709289	0.082468829649884
0.813559322033898	20.4260042700099	22.9962960131903	0.0967700546421053
0.915254237288136	20.6803500013591	23.2026916057693	0.108022924762624
1.01694915254237	20.1699763133357	22.9769893651324	0.128703603146097
1.11864406779661	20.1349033053534	23.6172917133722	0.141231898223957
1.22033898305085	20.2483276215463	23.8130978178272	0.152073070408954
1.32203389830508	19.6683937120825	24.4614743092303	0.167960369024233
1.42372881355932	19.9296495965448	24.5491159205808	0.186619187053482
1.52542372881356	19.5532697846693	25.260601254826	0.186757658438461
1.6271186440678	19.6917899720589	25.9984670453249	0.199188488926725
1.72881355932203	19.9391085656751	27.3095774006908	0.219935794516821
1.83050847457627	20.1817385485801	28.644651887374	0.2323613368682
1.93220338983051	20.435520097903	29.4218452538351	0.252413340210371
2.03389830508475	19.9080842097471	30.0692789683661	0.259629871353916
2.13559322033898	20.4658823743973	31.4218571166689	0.275233390220752
2.23728813559322	20.8570826670418	31.7537388077793	0.308926344154858
2.33898305084746	21.0499407335321	32.4737661743933	0.298505845541149
2.4406779661017	21.3852284527198	33.2273851393937	0.32427371360287
2.54237288135593	21.5599938661825	34.2013070681353	0.343973782202203
2.64406779661017	22.2710091213697	35.0268758359174	0.353884928045829
2.74576271186441	22.66843857743	35.5989048634098	0.378947122294152
2.84745762711864	23.2047831379637	36.8688803982575	0.381703511646624
2.94915254237288	23.396190862082	37.4659797504874	0.397088553969759
3.05084745762712	24.2799470034428	38.5160108864639	0.413190046746307
3.15254237288136	24.2259294325158	39.1626498876311	0.424209295551116
3.25423728813559	24.176161351596	40.1406262940478	0.45143447013657
3.35593220338983	24.5036368852211	40.8171617335692	0.458254508394057
3.45762711864407	24.796318021381	41.4697560946463	0.477705893333505
3.55932203389831	25.7260351121212	42.9610116156759	0.494330501552203
3.66101694915254	26.3553986026404	44.3248900802035	0.50399678335598
3.76271186440678	27.5484990714446	45.5996690425518	0.528851988278999
3.86440677966102	28.5235864481393	46.7846320730544	0.536322487978707
3.96610169491525	29.5500776895769	48.1815820915552	0.544880550224664
4.06779661016949	30.4179520952759	49.9543056601906	0.563167547080726
4.16949152542373	31.7321585087481	52.0732459038471	0.576458496226555
4.27118644067797	32.5359514798641	53.9007312735254	0.584497757322158
4.3728813559322	33.5576191095042	56.3197150408679	0.590655089786717
4.47457627118644	34.2898129845089	57.9547702549119	0.605551509668087
4.57627118644068	35.0514775226619	59.6357548233364	0.616699999597778
4.67796610169492	36.1050857649322	61.2805510550931	0.624141952350287
4.77966101694915	36.8766575199331	63.4924053091483	0.625411827914618
4.88135593220339	37.7084175821551	65.4416516779231	0.646573940738451
4.98305084745763	38.8691431468791	67.0723884646536	0.657332592275715
5.08474576271187	39.582935608082	68.438644997585	0.668724796727468
5.1864406779661	40.6437645400126	69.376209235495	0.677708142068779
5.28813559322034	41.8141938307922	70.7446122043615	0.694769982762481
5.38983050847458	42.4229250951514	72.1996140710603	0.705114341269549
5.49152542372881	43.1029331058412	73.6423560061756	0.711255579889848
5.59322033898305	44.2761549103082	75.663057147372	0.719878809730185
5.69491525423729	45.2516559901275	77.4483198016882	0.738232003512419
5.79661016949153	46.4888661040665	79.4961088165473	0.737491772915684
5.89830508474576	47.3775671400514	81.0277318799567	0.758469411491697
6	48.9424770107024	83.6177760379528	0.755530988517359
