Time	Temp	Setpoint	Output	State
207	49.07	50	255	0
208	49.37	50	255	0
209	49.25	50	255	0
210	49.32	50	255	0
211	49.17	50	255	0
212	49.08	50	255	0
213	49.33	50	255	0
214	49.27	50	255	0
215	49.46	50	255	0
216	49.16	50	255	0
217	49.12	50	255	0
218	49.27	50	255	0
219	49.46	50	255	0
220	49.21	50	255	0
221	49.21	50	255	0
222	49.42	50	255	0
223	49.46	50	255	0
224	49.42	50	255	0
225	49.43	50	255	0
226	49.52	50	255	0
227	49.34	50	255	0
228	49.36	50	255	0
229	49.38	50	255	0
230	49.35	50	255	0
231	49.55	50	255	0
232	49.14	50	255	0
233	49.56	50	255	0
234	49.57	50	255	0
235	49.36	50	255	0
236	49.39	50	255	0
237	49.34	50	255	0
238	49.36	50	255	0
239	49.6	50	255	0
240	49.48	50	255	0
