Time	Temp	Setpoint	Output	State
276	10.72	10	255	0
277	11.06	10	255	0
278	10.81	10	255	0
279	10.77	10	255	0
280	10.72	10	255	0
281	10.85	10	255	0
282	10.92	10	255	0
283	10.73	10	255	0
284	10.8	10	255	0
285	10.8	10	255	0
286	10.77	10	255	0
287	10.89	10	255	0
288	10.77	10	255	0
289	10.98	10	255	0
290	10.91	10	255	0
291	10.7	10	255	0
292	10.94	10	255	0
293	10.71	10	255	0
294	10.72	10	255	0
295	10.62	10	255	0
296	10.73	10	255	0
297	10.89	10	255	0
298	10.72	10	255	0
299	10.92	10	255	0
300	10.78	10	255	0
301	10.85	10	255	0
302	10.95	10	255	0
303	10.91	10	255	0
304	10.89	10	255	0
305	10.76	10	255	0
306	10.68	10	255	0
307	10.98	10	255	0
308	10.66	10	255	0
309	10.9	10	255	0
310	10.62	10	255	0
311	10.91	10	255	0
312	10.6	10	255	0
313	10.68	10	255	0
314	10.47	10	255	0
315	10.47	10	255	0
316	10.93	10	255	0
317	10.79	10	255	0
318	10.37	10	255	0
319	10.67	10	255	0
320	10.55	10	255	0
321	10.57	10	255	0
322	10.68	10	255	0
323	10.8	10	255	0
324	10.7	10	255	0
325	10.56	10	255	0
326	10.54	10	255	0
327	10.4	10	255	0
328	10.43	10	255	0
329	10.52	10	255	0
330	10.73	10	255	0
331	10.44	10	255	0
332	10.61	10	255	0
333	10.63	10	255	0
334	10.71	10	255	0
335	10.44	10	255	0
336	10.77	10	255	0
337	10.43	10	255	0
338	10.63	10	255	0
339	10.26	10	255	0
340	10.65	10	255	0
341	10.58	10	255	0
342	10.45	10	255	0
343	10.49	10	255	0
344	10.59	10	255	0
345	10.73	10	255	0
346	10.47	10	255	0
347	10.48	10	255	0
348	10.62	10	255	0
349	10.48	10	255	0
350	10.4	10	255	0
351	10.34	10	255	0
352	10.58	10	255	0
353	10.42	10	255	0
354	10.34	10	255	0
355	10.46	10	255	0
356	10.22	10	255	0
357	10.61	10	255	0
358	10.45	10	255	0
359	10.49	10	255	0
360	10.27	10	255	0
361	10.55	10	255	0
362	10.3	10	255	0
363	10.16	10	255	0
364	10.45	10	255	0
365	10.42	10	255	0
366	10.4	10	255	0
367	10.27	10	255	0
368	10.47	10	255	0
369	10.7	10	255	0
370	10.42	10	255	0
371	10.46	10	255	0
372	10.38	10	255	0
373	10.49	10	255	0
374	10.37	10	255	0
375	10.29	10	255	0
376	10.21	10	255	0
377	10.59	10	255	0
378	10.15	10	255	0
379	10.17	10	255	0
380	10.57	10	255	0
381	10.44	10	255	0
382	10.34	10	255	0
383	10.5	10	255	0
384	10.29	10	255	0
385	10.33	10	255	0
386	10.17	10	255	0
387	10.5	10	255	0
388	10.34	10	255	0
389	10.25	10	255	0
390	10.41	10	255	0
391	10.37	10	255	0
392	10.5	10	255	0
393	10.35	10	255	0
394	10.18	10	255	0
395	10.27	10	255	0
396	10.23	10	255	0
397	10.65	10	255	0
398	10.28	10	255	0
399	10.28	10	255	0
400	10.53	10	255	0
401	10.16	10	255	0
402	10.48	10	255	0
403	10.4	10	255	0
404	10.4	10	255	0
405	10.4	10	255	0
406	10.25	10	255	0
407	10.53	10	255	0
408	10.46	10	255	0
409	10.32	10	255	0
410	10.39	10	255	0
411	10.26	10	255	0
412	10.3	10	255	0
413	10.45	10	255	0
414	10.65	10	255	0
415	10.09	10	0	0
416	10.13	10	255	0
417	10.46	10	255	0
418	10.3	10	255	0
419	10.28	10	255	0
420	10.5	10	255	0
